OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,LC_1,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,Water_1,Water_2,Water_3,NL_mean,NL_median,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
5,10,BIHAR,4,SITAMARHI,29,Runnisaidpur,5,SITAMARHI,1005,,1.31176953116,0.02712597963,341046,27604,4868,0,0,0,0,0,0,0,0,0,1339,0,5,0,0,22687,5641,0,1.52372936341202,1.318345427513123,0.536109931731532,0.559007525444031,-0.325089546918637,-0.343625113368034,28328,0.1991316012425868,0.0,1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996279761904762,0.0,0.003720238095238,0.0,0.0,2019,-0.297619611024857,-0.284215504683014,1.2840091704191374,1.112687557935715,0.503820643462241,0.521040707826614,2310,2304
10,10,BIHAR,8,KISHANGANJ,52,Bahadurganj,10,KISHANGANJ,1010,,1.40787898851,0.04671231285,609153,26202,7837,0,0,0,0,0,0,0,0,0,2322,0,0,0,0,26391,5941,3,0.812935235651149,0.71586549282074,0.436109514789371,0.430687189102173,-0.12932403191199,-0.119296588003635,32335,0.1837327972784908,9.27787227462502e-05,2322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,-0.026600253768265,-0.047361791566041,0.7017153767621169,0.629978358745575,0.324192061544736,0.311464875936508,66512,66542
9,10,BIHAR,7,ARARIA,51,Sikti,9,ARARIA,1009,,1.37856468045,0.04188842301,560750,9732,6264,0,0,0,0,0,0,0,0,0,2076,0,0,0,0,10877,2769,0,0.963003344241966,0.90023809671402,0.537901883913845,0.556603491306305,-0.287385687552612,-0.310889452695847,13646,0.2029166055987102,0.0,2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,-0.274424508213997,-0.255553401514171,0.822529496914731,0.7643491923809055,0.498585069575927,0.513752549886703,16980,17060
8,10,BIHAR,6,SUPAUL *,41,Nirmali,8,SUPAUL,1008,,1.66451987435,0.04654698915,447275,93718,92063,7808,0,0,0,0,0,8,372,0,1810,8,4,53,47,126396,55055,9150,1.314674868291833,1.259629547595978,0.417174317055101,0.463233292102814,-0.215085072887566,-0.242196798324585,190601,0.2888494813773275,0.048006044039643,2302,0.0,0.0,0.0,0.0,0.0,0.0034752389226759,0.1615986099044309,0.0,0.7862728062554301,0.0034752389226759,0.0017376194613379,0.023023457862728,0.0204170286707211,2019,-0.254114106297493,-0.229164665119514,1.129569409244625,1.0857123732566836,0.448920670229553,0.504186660051346,175806,175749
17,10,BIHAR,15,GOPALGANJ,104,Hathua,17,GOPALGANJ (SC),1017,,0.87705311282,0.02500762946,333325,7659,3313,0,0,0,0,0,0,8,0,0,1213,13,6,0,0,3120,6653,0,1.658874355010802,1.388307094573975,0.490880576404014,0.515404939651489,-0.312395796684061,-0.326095551252365,9773,0.6807530952624578,0.0,1240,0.0,0.0,0.0,0.0,0.0,0.0064516129032258,0.0,0.0,0.978225806451613,0.0104838709677419,0.0048387096774193,0.0,0.0,2019,-0.313277125358582,-0.298235195657936,1.5773985830412114,1.371830940246582,0.521354501663483,0.540140688419342,26886,26887
17,10,BIHAR,15,GOPALGANJ,100,Barauli,17,GOPALGANJ (SC),1017,,0.94292808159,0.0250721519,288455,37151,19413,173,0,0,0,0,0,71,7,0,1084,25,39,1,12,34779,5580,583,2.099129164257264,1.992049932479858,0.445494408452909,0.463692516088486,-0.25167153882076,-0.25803154706955,40942,0.1362903619754775,0.0142396560988715,1239,0.0,0.0,0.0,0.0,0.0,0.0573042776432606,0.0056497175141242,0.0,0.8748991121872478,0.0201775625504439,0.0314769975786924,0.0008071025020177,0.009685230024213,2019,-0.209593251347542,-0.207056557957149,1.9894311718900453,1.8226414322853084,0.427148279470848,0.437178581953049,26886,26887
7,10,BIHAR,5,MADHUBANI,37,Rajnagar (SC),7,JHANJHARPUR,1007,,1.15355184344,0.02995550206,397874,7654,6870,34,0,0,0,0,0,2,0,0,1471,14,1,0,0,5039,8922,15,1.591382206371714,1.428727388381958,0.412000585206302,0.424618244171143,-0.15074904318976,-0.153259217739105,13976,0.6383800801373783,0.0010732684602175,1488,0.0,0.0,0.0,0.0,0.0,0.0013440860215053,0.0,0.0,0.9885752688172044,0.0094086021505376,0.0006720430107526,0.0,0.0,2019,-0.158201709389687,-0.15725876599357,1.352309130700676,1.2107797861099243,0.420118470417653,0.429251685738564,25478,25336
9,10,BIHAR,7,ARARIA,48,Forbesganj,9,ARARIA,1009,,1.20571618027,0.03847483239,518170,4893,6694,0,0,0,0,0,0,4,0,0,1802,33,61,0,0,6391,3934,2,1.514001601630615,1.208027958869934,0.518499986313383,0.546102106571198,-0.276613048729457,-0.305326879024506,10327,0.3809431587101772,0.0001936670862786,1900,0.0,0.0,0.0,0.0,0.0,0.0021052631578947,0.0,0.0,0.9484210526315788,0.0173684210526315,0.0321052631578947,0.0,0.0,2019,-0.251160025596619,-0.234024817940319,1.370923394647574,1.106527090072632,0.477577337441869,0.505781173706055,16980,17060
6,10,BIHAR,13,DARBHANGA,87,Jale,6,MADHUBANI,1006,,1.21407526296,0.02367536299,237573,33205,55184,19,0,0,0,0,0,0,0,0,1149,16,6,0,0,28646,57541,4,1.275233369228688,1.172488689422607,0.487777076006744,0.504482746124268,-0.26797456485139,-0.274805426597595,86191,0.6675987052012391,4.6408557738046896e-05,1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981212638770282,0.013663535439795,0.0051238257899231,0.0,0.0,2019,-0.241407603025436,-0.243975811798267,1.0946169282020408,0.9944444894790644,0.487414068482526,0.495152324438095,49034,49020
17,10,BIHAR,15,GOPALGANJ,99,Baikunthpur,17,GOPALGANJ (SC),1017,,1.09405969069,0.03433488505,375885,38113,53219,5570,0,0,0,0,0,188,50,0,1404,0,19,9,30,49970,15187,4818,1.84421646998684,1.736192345619202,0.419865830985839,0.440729886293411,-0.220684087305346,-0.216682508587837,69975,0.2170346552340121,0.0688531618435155,1700,0.0,0.0,0.0,0.0,0.0,0.1105882352941176,0.0294117647058823,0.0,0.8258823529411765,0.0,0.0111764705882352,0.0052941176470588,0.0176470588235294,2019,-0.135210186243057,-0.150065266349367,1.586624466795452,1.482246220111847,0.37039822865475,0.373942732810974,26886,26887
7,10,BIHAR,5,MADHUBANI,39,Phulparas,7,JHANJHARPUR,1007,,1.71637479897,0.03799094229,426034,58697,37084,1275,0,0,0,0,0,1,28,0,1812,25,2,1,15,31571,63271,844,1.390658849708843,1.202950239181519,0.440684357737065,0.461388692259789,-0.203927307631269,-0.215609587728977,95686,0.6612357084630981,0.0088205171080408,1884,0.0,0.0,0.0,0.0,0.0,0.0005307855626326,0.0148619957537154,0.0,0.961783439490446,0.0132696390658174,0.0010615711252653,0.0005307855626326,0.0079617834394904,2019,-0.227541513741016,-0.221161255119588,1.146092139845254,1.0016741156578064,0.467373292471532,0.485382109880447,25478,25336
6,10,BIHAR,5,MADHUBANI,35,Bisfi,6,MADHUBANI,1006,,0.99926878986,0.02407781426,282973,14365,34214,4,0,0,0,0,0,2,0,0,1163,27,1,0,0,25282,20154,0,1.650980888799643,1.48871922492981,0.462147268811712,0.477988705039024,-0.224902353794472,-0.231385000050068,45436,0.443568976142266,0.0,1193,0.0,0.0,0.0,0.0,0.0,0.0016764459346186,0.0,0.0,0.9748533109807208,0.0226320201173512,0.0008382229673093,0.0,0.0,2019,-0.193583615124226,-0.196648221856701,1.4320353206730283,1.289120435714722,0.453313148226772,0.459144875407219,49034,49020
8,10,BIHAR,6,SUPAUL *,44,Triveniganj (SC),8,SUPAUL,1008,,1.42655163474,0.03838471712,473849,53471,1197,0,0,0,0,0,0,0,0,0,1898,0,8,0,0,52074,409,0,1.264311700838584,1.198955476284027,0.540232640652715,0.55599570274353,-0.309532496326942,-0.33866411447525,52483,0.007792999637978,0.0,1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958027282266528,0.0,0.0041972717733473,0.0,0.0,2019,-0.35893526673317,-0.328559313600515,1.080719894115572,1.0249063074588776,0.576558089342259,0.607976377010345,175806,175749
15,10,BIHAR,14,MUZAFFARPUR,89,Aurai,15,MUZAFFARPUR,1015,,1.18883633499,0.02937243035,246286,93847,64272,2,0,0,0,0,0,2,0,0,1437,0,14,0,2,87071,67354,1,1.201313801294516,1.071533620357513,0.547688343423147,0.573625564575195,-0.343541122217862,-0.370966017246246,154426,0.4361571238003963,6.475593488143188e-06,1455,0.0,0.0,0.0,0.0,0.0,0.0013745704467353,0.0,0.0,0.9876288659793816,0.0,0.0096219931271477,0.0,0.0013745704467353,2019,-0.346066981554031,-0.321822970713098,1.019937647799076,0.9171804040670396,0.537128599615877,0.563025951385498,158170,158703
9,10,BIHAR,7,ARARIA,49,Araria,9,ARARIA,1009,,1.29317196468,0.03580496548,471965,4891,16128,0,0,0,0,0,0,13,0,0,1707,11,46,0,0,13024,5937,1,1.316059223696143,1.097794890403748,0.498823726921845,0.520081430673599,-0.26889616319367,-0.292389303445816,18962,0.3130998839784832,5.273705305347537e-05,1777,0.0,0.0,0.0,0.0,0.0,0.0073157006190208,0.0,0.0,0.9606077658975802,0.0061902082160945,0.0258863252673044,0.0,0.0,2019,-0.272110626101494,-0.254873476328815,1.171242728837817,0.948452174663544,0.465894349167686,0.487411126494408,16980,17060
6,10,BIHAR,5,MADHUBANI,36,Madhubani,6,MADHUBANI,1006,,0.87476319873,0.02136717346,285277,2985,5843,97,0,0,0,0,0,16,0,0,1014,23,0,0,0,4064,2318,25,2.360041277245023,1.810323119163513,0.415083969702519,0.425897821784019,-0.150907362307422,-0.150436758995056,6407,0.3617917902294365,0.0039019822069611,1053,0.0,0.0,0.0,0.0,0.0,0.0151946818613485,0.0,0.0,0.9629629629629628,0.0218423551756885,0.0,0.0,0.0,2019,-0.138049229979515,-0.143435157634906,1.86118570241825,1.4680248498916626,0.408180488925476,0.415805771946907,49034,49020
7,10,BIHAR,5,MADHUBANI,38,Jhanjharpur,7,JHANJHARPUR,1007,,1.29446659997,0.02941767595,329709,30864,44381,89,0,0,0,0,0,6,0,0,1419,27,1,0,5,25532,45164,37,1.662686530924271,1.431767225265503,0.425248201135355,0.437938183546066,-0.176723291901175,-0.178005650639534,70733,0.6385138478503669,0.0005230938882841,1458,0.0,0.0,0.0,0.0,0.0,0.0041152263374485,0.0,0.0,0.9732510288065844,0.0185185185185185,0.0006858710562414,0.0,0.0034293552812071,2019,-0.165189981460571,-0.170215291061653,1.3613694739559454,1.1978811621665957,0.422150593572277,0.428208231925964,25478,25336
16,10,BIHAR,14,MUZAFFARPUR,90,Minapur,16,VAISHALI,1016,,1.4530518992,0.02767959535,342223,18705,20163,6,0,0,0,0,0,9,0,0,1334,1,27,0,2,33157,6121,2,2.000427647599674,1.905598878860474,0.535390072372745,0.560948610305786,-0.328851038423272,-0.340321838855743,39280,0.1558299389002036,5.0916496945010185e-05,1373,0.0,0.0,0.0,0.0,0.0,0.0065549890750182,0.0,0.0,0.9715950473415876,0.0007283321194464,0.0196649672250546,0.0,0.0014566642388929,2019,-0.309336394071579,-0.300190038700111,1.5950841109537175,1.5033299624919896,0.516544188237285,0.532924354076385,38197,40714
8,10,BIHAR,6,SUPAUL *,42,Pipra,8,SUPAUL,1008,,1.55457129148,0.04410671597,523805,47563,33749,2228,0,0,0,0,0,3,155,0,1993,0,5,14,19,44550,35080,1762,1.555535483475073,1.460808515548706,0.466604839552173,0.497784376144409,-0.253431944706026,-0.279255867004395,81392,0.4310005897385492,0.0216483192451346,2189,0.0,0.0,0.0,0.0,0.0,0.0013704888076747,0.0708085883965281,0.0,0.9104613978985838,0.0,0.0022841480127912,0.0063956144358154,0.0086797624486066,2019,-0.324771970510483,-0.291762995306686,1.390253704487048,1.2996153235435486,0.510617046399803,0.551283836364746,175806,175749
18,10,BIHAR,16,SIWAN,105,Siwan,18,SIWAN,1018,,0.85688070258,0.01543145582,201277,8003,3224,0,0,0,0,0,0,13,0,0,707,45,2,0,0,1676,9436,0,2.791577956107922,2.079658031463623,0.467328575146016,0.491555914282799,-0.280255241200039,-0.287680134177208,11112,0.8491720662347012,0.0,767,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0,0.0,0.9217731421121252,0.0586701434159061,0.0026075619295958,0.0,0.0,2019,-0.297555893659592,-0.278136994880675,2.400041366597252,1.848146319389343,0.498974128485931,0.526227116584778,8889,8918
18,10,BIHAR,16,SIWAN,110,Barharia,18,SIWAN,1018,,0.99334214464,0.0230885416,299971,9344,8610,0,0,0,0,0,0,6,0,0,1123,10,2,0,0,3473,10045,0,2.36401233568125,2.20367956161499,0.443054476086846,0.472424358129501,-0.272946017278137,-0.271991938352585,13518,0.7430832963456132,0.0,1141,0.0,0.0,0.0,0.0,0.0,0.0052585451358457,0.0,0.0,0.9842243645924628,0.0087642418930762,0.0017528483786152,0.0,0.0,2019,-0.246439561247826,-0.237108792224031,1.9814367112171785,1.7997472882270809,0.466828727131637,0.481307923793793,8889,8918
18,10,BIHAR,16,SIWAN,106,Ziradei,18,SIWAN,1018,,1.17527026924,0.02478899244,331250,7466,2568,0,0,0,0,0,0,0,0,0,1218,0,1,0,0,2112,7669,0,1.565496015451788,1.447171986103058,0.499615057335458,0.523795008659363,-0.315370250700955,-0.327077120542526,9781,0.784071158368265,0.0,1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991796554552912,0.0,0.0008203445447087,0.0,0.0,2019,-0.294030264019966,-0.281333624888983,1.5034540969908723,1.375335842370987,0.513442777594532,0.53082075715065,8889,8918
8,10,BIHAR,6,SUPAUL *,43,Supaul,8,SUPAUL,1008,,1.76401417288,0.03654374633,371176,53276,72181,6526,0,0,0,0,0,6,208,0,1507,3,13,27,51,42071,80933,6619,1.450180356739634,1.109575808048248,0.418957290763362,0.468820869922638,-0.220184186338514,-0.242545515298843,129623,0.6243722178934294,0.0510634686745407,1815,0.0,0.0,0.0,0.0,0.0,0.0033057851239669,0.1146005509641873,0.0,0.8303030303030303,0.0016528925619834,0.0071625344352617,0.0148760330578512,0.028099173553719,2019,-0.269997417926788,-0.249350913816679,1.29983323580323,0.999306082725525,0.442605875816115,0.495356976985931,175806,175749
6,10,BIHAR,13,DARBHANGA,86,Keoti,6,MADHUBANI,1006,,1.27111040228,0.0221114836,190328,22587,91390,167,0,0,0,0,0,0,0,0,1091,12,1,0,0,35896,74860,52,1.496465657125501,1.393841326236725,0.494275568980219,0.50953608751297,-0.276784619585778,-0.28263184428215,110808,0.6755829903978052,0.0004692801963757,1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9882246376811594,0.0108695652173913,0.0009057971014492,0.0,0.0,2019,-0.24037130177021,-0.244750320637565,1.2914064275648665,1.2089116275310516,0.489272096040035,0.496194019913673,49034,49020
16,10,BIHAR,14,MUZAFFARPUR,96,Baruraj,16,VAISHALI,1016,,1.05691857109,0.02934834673,371930,11527,20612,15,0,0,0,0,0,28,0,0,1396,0,27,0,3,15614,11522,2,1.773879113917975,1.643133282661438,0.468949507007298,0.498334020376205,-0.28554926505472,-0.283856704831123,27138,0.4245707126538433,7.369739848183359e-05,1454,0.0,0.0,0.0,0.0,0.0,0.0192572214580467,0.0,0.0,0.9601100412654744,0.0,0.0185694635488308,0.0,0.0020632737276478,2019,-0.225776575505733,-0.23364235599024,1.5001431036436697,1.403209865093231,0.444586152299255,0.447819337248802,38197,40714
16,10,BIHAR,14,MUZAFFARPUR,98,Sahebganj,16,VAISHALI,1016,,1.16070680094,0.0370607819,399778,30435,75014,5059,0,0,0,0,0,147,39,0,1583,3,24,0,43,55910,25755,4435,1.436583091491726,1.377833724021912,0.432293787346232,0.462224155664444,-0.255349439627132,-0.250440239906311,86100,0.2991289198606272,0.0515098722415795,1839,0.0,0.0,0.0,0.0,0.0,0.0799347471451876,0.0212071778140293,0.0,0.8607939097335509,0.0016313213703099,0.0130505709624796,0.0,0.0233822729744426,2019,-0.194468192756176,-0.206199326450035,1.307336134093851,1.2471290528774266,0.415526459648042,0.419768333435059,38197,40714
9,10,BIHAR,7,ARARIA,50,Jokihat,9,ARARIA,1009,,1.21859188026,0.03280711831,430957,9729,11024,0,0,0,0,0,0,0,0,0,1619,2,6,0,1,12943,5908,1,1.133166647823573,1.032459676265717,0.472765498103434,0.485377639532089,-0.227758704960936,-0.243549786508083,18852,0.3133884998939104,5.304476978569913e-05,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944717444717444,0.0012285012285012,0.0036855036855036,0.0,0.0006142506142506,2019,-0.260509938001633,-0.244128809575256,0.964140250498952,0.8881663829088216,0.431782431515575,0.449800089001656,16980,17060
19,10,BIHAR,16,SIWAN,111,Goriakothi,19,MAHARAJGANJ,1019,,1.00703303081,0.02670980514,327621,15162,24960,0,0,0,0,0,0,39,0,0,1252,4,16,0,11,7808,11290,0,1.943297384145125,1.874890446662903,0.464029547720207,0.490323066711426,-0.277859517273627,-0.279022604227066,19098,0.5911613781547806,0.0,1322,0.0,0.0,0.0,0.0,0.0,0.029500756429652,0.0,0.0,0.9470499243570348,0.0030257186081694,0.0121028744326777,0.0,0.0083207261724659,2019,-0.21214771270752,-0.212068192166444,1.7624701364760131,1.6862244606018066,0.44646670251979,0.454624891281128,18964,19540
15,10,BIHAR,14,MUZAFFARPUR,91,Bochaha (SC),15,MUZAFFARPUR,1015,,1.19792468525,0.02261163377,241948,24200,45200,0,0,0,0,0,0,73,0,0,946,44,52,0,8,50082,13145,1,3.673138750111726,2.454220294952393,0.481902010819313,0.499884486198425,-0.290750930603562,-0.297488212585449,63228,0.2078983994432846,1.5815777819953184e-05,1123,0.0,0.0,0.0,0.0,0.0,0.0650044523597506,0.0,0.0,0.8423864648263579,0.0391807658058771,0.0463045414069456,0.0,0.0071237756010685,2019,-0.259085327386856,-0.259260298398521,2.9489859575497435,1.964637398719788,0.470654020566764,0.481828898191452,158170,158703
14,10,BIHAR,13,DARBHANGA,82,Darbhanga Rural,14,DARBHANGA,1014,,1.20555380029,0.02361847393,290195,8493,26465,56,0,0,0,0,0,0,0,0,1166,5,0,0,0,16171,13805,35,1.728212641564762,1.561370193958282,0.441149938011134,0.454654604196548,-0.198635135136581,-0.200739234685898,30011,0.4599980007330645,0.0011662390456832,1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995730145175064,0.0042698548249359,0.0,0.0,0.0,2019,-0.176326990127563,-0.185845202004369,1.49315546883815,1.3412561416625977,0.438305481779204,0.441655158996582,36151,36251
15,10,BIHAR,14,MUZAFFARPUR,88,Gaighat,15,MUZAFFARPUR,1015,,0.99204977915,0.03456458901,306653,71861,97328,96,0,0,0,0,0,1,0,0,1698,2,13,0,0,85951,76364,21,1.439852769922809,1.347854018211365,0.546253278640342,0.570503801107407,-0.344321352937796,-0.363630443811417,162336,0.4704070569682633,0.0001293613246599,1714,0.0,0.0,0.0,0.0,0.0,0.0005834305717619,0.0,0.0,0.9906651108518086,0.0011668611435239,0.0075845974329054,0.0,0.0,2019,-0.343273624777794,-0.328327859628271,1.2248415283456624,1.1443008184432986,0.545205530143074,0.569400876760483,158170,158703
16,10,BIHAR,14,MUZAFFARPUR,95,Kanti,16,VAISHALI,1016,,0.86428844855,0.02619470136,327704,14522,18491,1,0,0,0,0,0,64,2,0,1133,43,61,0,2,20441,8563,2,3.025547975370783,2.095325231552124,0.48053816808148,0.506358355283737,-0.288485696950962,-0.289024338126183,29006,0.2952147831483141,6.895125146521409e-05,1305,0.0,0.0,0.0,0.0,0.0,0.0490421455938697,0.0015325670498084,0.0,0.8681992337164751,0.0329501915708812,0.046743295019157,0.0,0.0015325670498084,2019,-0.241669505834579,-0.247658981279059,2.477615760468148,1.6334362030029297,0.454643179274995,0.461709544062614,38197,40714
14,10,BIHAR,13,DARBHANGA,83,Darbhanga,14,DARBHANGA,1014,,0.67893743592,0.00756457293,70336,8821,24974,18,0,0,0,0,0,18,0,0,252,100,3,0,0,10435,22030,11,6.524485446711912,2.929374814033508,0.417574011525567,0.446249961853027,-0.216832923757609,-0.222285434603691,32476,0.6783470870796896,0.000338711663998,373,0.0,0.0,0.0,0.0,0.0,0.0482573726541554,0.0,0.0,0.675603217158177,0.2680965147453083,0.0080428954423592,0.0,0.0,2019,-0.166268274188042,-0.1859918504631,5.19329952739458,2.561989426612854,0.411578686536726,0.420839339494705,36151,36251
14,10,BIHAR,13,DARBHANGA,81,Alinagar,14,DARBHANGA,1014,,1.07671754229,0.02550290965,302694,19859,28592,19,0,0,0,0,0,0,0,0,1258,6,0,0,0,11651,35362,5,1.232073055896834,1.107297897338867,0.424349420184668,0.439967080950737,-0.187628284529203,-0.192026495933533,47018,0.7520949423624995,0.0001063422519035,1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995253164556962,0.0047468354430379,0.0,0.0,0.0,2019,-0.185481145977974,-0.189222778628878,1.112264971064013,0.9998343288898464,0.437354347775169,0.445663273334503,36151,36251
9,10,BIHAR,7,ARARIA,47,Raniganj (SC),9,ARARIA,1009,,1.41735990239,0.04997009892,684045,1673,2356,0,0,0,0,0,0,0,0,0,2413,0,74,0,0,2121,935,0,1.131383313014231,1.014533877372742,0.558068166335993,0.585918009281158,-0.310521648422883,-0.337374195456505,3056,0.3059554973821989,0.0,2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702452754322476,0.0,0.0297547245677523,0.0,0.0,2019,-0.260253891348839,-0.252531648139213,0.976986707405886,0.8843402564525604,0.493125464161085,0.511337399482727,16980,17060
18,10,BIHAR,16,SIWAN,107,Darauli (SC),18,SIWAN,1018,,1.13629182965,0.03279369662,393074,14990,39985,3506,0,0,0,0,0,0,9,0,1542,5,0,17,46,18026,34389,5215,1.075505341199728,1.016267895698547,0.495167780561997,0.536521732807159,-0.325518867489011,-0.357667237520218,57630,0.5967204580947423,0.09049106368211,1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0055589870290302,0.0,0.9524397776405188,0.003088326127239,0.0,0.0105003088326127,0.0284126003705991,2019,-0.337565779685974,-0.302032335353839,1.0357312564758154,0.9869594871997828,0.515196741010944,0.562540411949158,8889,8918
19,10,BIHAR,17,SARAN,116,Taraiya,19,MAHARAJGANJ,1019,,1.01672488779,0.02876563961,320597,32982,39311,3178,0,0,0,0,0,61,9,0,1325,0,13,1,20,25849,13926,3382,2.106937399422619,2.00369131565094,0.463083011531772,0.490906670689583,-0.255506985789394,-0.258960887789726,43157,0.3226822995110874,0.0783650392752044,1429,0.0,0.0,0.0,0.0,0.0,0.0426871938418474,0.0062981105668299,0.0,0.927221833449965,0.0,0.0090972708187543,0.0006997900629811,0.0139958012596221,2019,-0.221619464457035,-0.217422177496842,1.865560361805936,1.7632657885551457,0.444901764707279,0.462129190564156,18964,19540
18,10,BIHAR,16,SIWAN,108,Raghunathpur,18,SIWAN,1018,,1.28861566666,0.02389653997,301420,13757,13814,2,0,0,0,0,0,2,1,0,1172,15,0,0,4,8929,18305,0,1.764342030444121,1.567309081554413,0.503255438121257,0.525511384010315,-0.308833944154691,-0.328573405742645,27234,0.672137768965264,0.0,1194,0.0,0.0,0.0,0.0,0.0,0.0016750418760469,0.0008375209380234,0.0,0.981574539363484,0.0125628140703517,0.0,0.0,0.0033500837520938,2019,-0.327168226242065,-0.299838984963097,1.496664100076039,1.3157745003700256,0.527840122306267,0.556016087532043,8889,8918
19,10,BIHAR,17,SARAN,115,Baniapur,19,MAHARAJGANJ,1019,,1.14806618467,0.02522618389,317955,18283,11104,0,0,0,0,0,0,51,2,0,1167,8,13,0,5,13004,6033,0,2.332183893731267,2.199951887130737,0.458276306426337,0.477068483829498,-0.25225481003338,-0.249494083225727,19037,0.3169091768661028,0.0,1246,0.0,0.0,0.0,0.0,0.0,0.0409309791332263,0.0016051364365971,0.0,0.936597110754414,0.0064205457463884,0.0104333868378812,0.0,0.0040128410914927,2019,-0.211851686239243,-0.21258951209436,1.961434204348748,1.7998849153518677,0.456718612160734,0.46171623468399,18964,19540
10,10,BIHAR,9,PURNIA,56,Amour,10,KISHANGANJ,1010,,1.17440271741,0.04231365198,507787,34668,39743,409,0,0,0,0,0,0,4,0,2084,2,0,0,1,50345,19205,673,0.859393858301048,0.779761135578156,0.426337707462974,0.440653860569,-0.220244957552494,-0.240844413638115,70223,0.273485894934708,0.0095837546103128,2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0019129603060736,0.0,0.9966523194643712,0.0009564801530368,0.0,0.0,0.0004782400765184,2019,-0.155212417244911,-0.162785445779547,0.731337550551211,0.676376044750214,0.328217105225971,0.311439841985703,66512,66542
14,10,BIHAR,13,DARBHANGA,85,Bahadurpur,14,DARBHANGA,1014,,1.42676410466,0.02803036267,197063,22959,165909,1,0,0,0,0,0,18,0,0,1337,27,4,0,0,25331,160598,1,1.913745030707356,1.487565159797668,0.512957259091992,0.532148480415344,-0.311612415904956,-0.329706698656082,185930,0.8637551766793955,5.378368203087183e-06,1386,0.0,0.0,0.0,0.0,0.0,0.0129870129870129,0.0,0.0,0.9646464646464646,0.0194805194805194,0.0028860028860028,0.0,0.0,2019,-0.31507471203804,-0.300083156157896,1.615797883464444,1.286249995231628,0.526333966792418,0.549059480428696,36151,36251
14,10,BIHAR,13,DARBHANGA,80,Benipur,14,DARBHANGA,1014,,1.468746495,0.02486209923,327596,8989,5719,10,0,0,0,0,0,0,0,0,1221,6,2,0,0,10690,4820,0,1.5977055569522,1.237050771713257,0.458379496043152,0.473359122872353,-0.207529905926194,-0.215747006237507,15510,0.3107672469374597,0.0,1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934906427990235,0.0048820179007323,0.0016273393002441,0.0,0.0,2019,-0.2098358720541,-0.208676015607637,1.3201652588005777,1.0570051074028015,0.458209574078995,0.468947529792786,36151,36251
19,10,BIHAR,16,SIWAN,112,Maharajganj,19,MAHARAJGANJ,1019,,1.333457551,0.02377285101,289666,15731,21921,0,0,0,0,0,0,24,0,0,1120,7,11,0,16,8979,16461,0,1.767483102542167,1.66967499256134,0.452436325007321,0.481401786208153,-0.272886175694774,-0.272813946008682,25440,0.6470518867924528,0.0,1178,0.0,0.0,0.0,0.0,0.0,0.0203735144312393,0.0,0.0,0.9507640067911716,0.0059422750424448,0.0093378607809847,0.0,0.0135823429541595,2019,-0.206979736685753,-0.203643929712277,1.532533351021247,1.431725263595581,0.448083735558082,0.456165701150894,18964,19540
